"date","river","site_code","parameter","value","unit"
"2021-05-02","","CH-R1","TDN_mgl","0.9859","mg N/L"
"2021-05-02","","CH-R1","NO3_mgl","0.60854","mg N/L"
"2021-05-02","","CH-R1","NH4_mgl","0.008737761","mg N/L"
"2021-05-02","","CH-R1","PO4_ugl","1.7166","µg P/L"
"2021-05-02","","CH-R1","Si_mgl","0.946","mg SiO2/L"
"2021-05-17","","CH-R1","water_temp","52.3","°F"
"2021-05-17","","CH-R1","DO%","55.7","% Saturation"
"2021-05-17","","CH-R1","DO","6.11","mg/L"
"2021-05-17","","CH-R1","Sp. Cond.","102.4","µS/cm"
"2021-05-17","","CH-R1","pH","5.68",""
"2021-05-17","","CH-R1","DOC_mgl","3.408","mg/L"
"2021-05-17","","CH-R1","TDN_mgl","1.113","mg N/L"
"2021-05-17","","CH-R1","NO3_mgl","0.75918","mg N/L"
"2021-05-17","","CH-R1","NH4_mgl","0.00801","mg N/L"
"2021-05-17","","CH-R1","PO4_ugl","2.41528","µg P/L"
"2021-05-17","","CH-R1","Si_mgl","0.60006","mg SiO2/L"
"2021-06-04","","CH-R1","water_temp","57.6","°F"
"2021-06-04","","CH-R1","DO%","52.9","% Saturation"
"2021-06-04","","CH-R1","DO","5.42","mg/L"
"2021-06-04","","CH-R1","Sp. Cond.","100.5","µS/cm"
"2021-06-04","","CH-R1","pH","5.35",""
"2021-06-04","","CH-R1","DOC_mgl","2.881","mg/L"
"2021-06-04","","CH-R1","TDN_mgl","0.8776","mg N/L"
"2021-06-04","","CH-R1","NO3_mgl","0.8107","mg N/L"
"2021-06-04","","CH-R1","NH4_mgl","0.018","mg N/L"
"2021-06-04","","CH-R1","PO4_ugl","1.65585","µg P/L"
"2021-06-04","","CH-R1","Si_mgl","0.65351","mg SiO2/L"
"2021-06-18","","CH-R1","water_temp","55.9","°F"
"2021-06-18","","CH-R1","DO%","49.7","% Saturation"
"2021-06-18","","CH-R1","DO","5.2","mg/L"
"2021-06-18","","CH-R1","Sp. Cond.","99.7","µS/cm"
"2021-06-18","","CH-R1","pH","5.09",""
"2021-06-18","","CH-R1","DOC_mgl","2.099","mg/L"
"2021-06-18","","CH-R1","TDN_mgl","0.7395","mg N/L"
"2021-06-18","","CH-R1","NO3_mgl","0.605969","mg N/L"
"2021-06-18","","CH-R1","NH4_mgl","0.0356806","mg N/L"
"2021-06-18","","CH-R1","PO4_ugl","3.23926","µg P/L"
"2021-06-18","","CH-R1","Si_mgl","0.878075","mg SiO2/L"
"2021-07-02","","CH-R1","water_temp","66.7","°F"
"2021-07-02","","CH-R1","DO%","76.8","% Saturation"
"2021-07-02","","CH-R1","DO","7.08","mg/L"
"2021-07-02","","CH-R1","Sp. Cond.","80.9","µS/cm"
"2021-07-02","","CH-R1","pH","5.6",""
"2021-07-02","","CH-R1","DOC_mgl","2.739","mg/L"
"2021-07-02","","CH-R1","TDN_mgl","0.3728","mg N/L"
"2021-07-02","","CH-R1","NO3_mgl","0.12913","mg N/L"
"2021-07-02","","CH-R1","NH4_mgl","0.143614","mg N/L"
"2021-07-02","","CH-R1","PO4_ugl","1.899258","µg P/L"
"2021-07-02","","CH-R1","Si_mgl","0.166901","mg SiO2/L"
"2021-07-15","","CH-R1","water_temp","69.4","°F"
"2021-07-15","","CH-R1","DO%","69.8","% Saturation"
"2021-07-15","","CH-R1","DO","6.26","mg/L"
"2021-07-15","","CH-R1","Sp. Cond.","80","µS/cm"
"2021-07-15","","CH-R1","pH","5.59",""
"2021-07-15","","CH-R1","DOC_mgl","2.511","mg/L"
"2021-07-15","","CH-R1","TDN_mgl","0.1984","mg N/L"
"2021-07-15","","CH-R1","NO3_mgl","0.052618","mg N/L"
"2021-07-15","","CH-R1","NH4_mgl","0.0461537","mg N/L"
"2021-07-15","","CH-R1","PO4_ugl","1.12493","µg P/L"
"2021-07-15","","CH-R1","Si_mgl","1.184406","mg SiO2/L"
"2021-09-16","","CH-R1B","water_temp","66.2","°F"
"2021-09-16","","CH-R1B","DO%","83.1","% Saturation"
"2021-09-16","","CH-R1B","DO","7.71","mg/L"
"2021-09-16","","CH-R1B","Sp. Cond.","125.8","µS/cm"
"2021-09-16","","CH-R1B","pH","5.49",""
"2021-09-16","","CH-R1B","DOC_mgl","3.968","mg/L"
"2021-09-16","","CH-R1B","TDN_mgl","1.452","mg N/L"
"2021-09-16","","CH-R1B","NO3_mgl","1.243375","mg N/L"
"2021-09-16","","CH-R1B","NH4_mgl","0.056269","mg N/L"
"2021-09-16","","CH-R1B","PO4_ugl","3.332193","µg P/L"
"2021-09-16","","CH-R1B","Si_mgl","0.874241","mg SiO2/L"
"2021-09-30","","CH-R1B","water_temp","62.9","°F"
"2021-09-30","","CH-R1B","DO%","82.9","% Saturation"
"2021-09-30","","CH-R1B","DO","7.98","mg/L"
"2021-09-30","","CH-R1B","Sp. Cond.","167.8","µS/cm"
"2021-09-30","","CH-R1B","pH","5.52",""
"2021-09-30","","CH-R1B","DOC_mgl","2.539","mg/L"
"2021-09-30","","CH-R1B","TDN_mgl","2.243","mg N/L"
"2021-09-30","","CH-R1B","NO3_mgl","1.975783","mg N/L"
"2021-09-30","","CH-R1B","NH4_mgl","0.0234088","mg N/L"
"2021-09-30","","CH-R1B","PO4_ugl","0.83012","µg P/L"
"2021-09-30","","CH-R1B","Si_mgl","2.27344","mg SiO2/L"
"2021-10-14","","CH-R1B","water_temp","62.5","°F"
"2021-10-14","","CH-R1B","DO%","84.5","% Saturation"
"2021-10-14","","CH-R1B","DO","8.18","mg/L"
"2021-10-14","","CH-R1B","Sp. Cond.","170.3","µS/cm"
"2021-10-14","","CH-R1B","pH","5.19",""
"2021-10-14","","CH-R1B","DOC_mgl","2.876","mg/L"
"2021-10-14","","CH-R1B","TDN_mgl","2.203","mg N/L"
"2021-10-14","","CH-R1B","NO3_mgl","1.895768","mg N/L"
"2021-10-14","","CH-R1B","NH4_mgl","0.0251875","mg N/L"
"2021-10-14","","CH-R1B","PO4_ugl","1.1395","µg P/L"
"2021-10-14","","CH-R1B","Si_mgl","1.114926","mg SiO2/L"
"2021-12-23","","CH-R1B","water_temp","45","°F"
"2021-12-23","","CH-R1B","DO%","66.1","% Saturation"
"2021-12-23","","CH-R1B","DO","7.96","mg/L"
"2021-12-23","","CH-R1B","Sp. Cond.","173.5","µS/cm"
"2021-12-23","","CH-R1B","pH","5.36",""
"2021-12-23","","CH-R1B","DOC_mgl","2.783","mg/L"
"2021-12-23","","CH-R1B","TDN_mgl","2.734","mg N/L"
"2021-12-23","","CH-R1B","NO3_mgl","2.332570027","mg N/L"
"2021-12-23","","CH-R1B","NH4_mgl","0.033028","mg N/L"
"2021-12-23","","CH-R1B","PO4_ugl","3.147256","µg P/L"
"2021-12-23","","CH-R1B","Si_mgl","0.473031","mg SiO2/L"
"2022-02-21","","CH-R1B","water_temp","49","°F"
"2022-02-21","","CH-R1B","DO%","75.9","% Saturation"
"2022-02-21","","CH-R1B","DO","8.68","mg/L"
"2022-02-21","","CH-R1B","Sp. Cond.","163.5","µS/cm"
"2022-02-21","","CH-R1B","pH","5.5",""
"2022-02-21","","CH-R1B","DOC_mgl","2.596","mg/L"
"2022-02-21","","CH-R1B","TDN_mgl","2.667","mg N/L"
"2022-02-21","","CH-R1B","NO3_mgl","2.256072538","mg N/L"
"2022-02-21","","CH-R1B","NH4_mgl","0.030827","mg N/L"
"2022-02-21","","CH-R1B","PO4_ugl","3.418746","µg P/L"
"2022-02-21","","CH-R1B","Si_mgl","0.542912","mg SiO2/L"
"2022-03-24","","CH-R1B","water_temp","45.8","°F"
"2022-03-24","","CH-R1B","DO%","66.3","% Saturation"
"2022-03-24","","CH-R1B","DO","7.9","mg/L"
"2022-03-24","","CH-R1B","Sp. Cond.","150.7","µS/cm"
"2022-03-24","","CH-R1B","pH","5.63",""
"2022-03-24","","CH-R1B","DOC_mgl","3.2041","mg/L"
"2022-03-24","","CH-R1B","TDN_mgl","2.4144","mg N/L"
"2022-03-24","","CH-R1B","NO3_mgl","2.089792954","mg N/L"
"2022-03-24","","CH-R1B","NH4_mgl","0.018431737","mg N/L"
"2022-03-24","","CH-R1B","PO4_ugl","2.07806513","µg P/L"
"2022-03-24","","CH-R1B","Si_mgl","0.444791711","mg SiO2/L"
"2022-04-07","","CH-R1B","water_temp","49.5","°F"
"2022-04-07","","CH-R1B","DO%","55","% Saturation"
"2022-04-07","","CH-R1B","DO","6.24","mg/L"
"2022-04-07","","CH-R1B","Sp. Cond.","165.7","µS/cm"
"2022-04-07","","CH-R1B","pH","5.24",""
"2022-04-07","","CH-R1B","DOC_mgl","2.394","mg/L"
"2022-04-07","","CH-R1B","TDN_mgl","2.655","mg N/L"
"2022-04-07","","CH-R1B","NO3_mgl","2.260999089","mg N/L"
"2022-04-07","","CH-R1B","NH4_mgl","0.021377","mg N/L"
"2022-04-07","","CH-R1B","PO4_ugl","3.491016","µg P/L"
"2022-04-07","","CH-R1B","Si_mgl","0.53057","mg SiO2/L"
"2022-04-25","","CH-R1B","water_temp","50.1","°F"
"2022-04-25","","CH-R1B","DO%","48.3","% Saturation"
"2022-04-25","","CH-R1B","DO","5.44","mg/L"
"2022-04-25","","CH-R1B","Sp. Cond.","165.9","µS/cm"
"2022-04-25","","CH-R1B","pH","5.36",""
"2022-04-25","","CH-R1B","DOC_mgl","1.7232","mg/L"
"2022-04-25","","CH-R1B","TDN_mgl","2.4057","mg N/L"
"2022-04-25","","CH-R1B","NO3_mgl","2.250824585","mg N/L"
"2022-04-25","","CH-R1B","NH4_mgl","0.022050647","mg N/L"
"2022-04-25","","CH-R1B","PO4_ugl","1.731640111","µg P/L"
"2022-04-25","","CH-R1B","Si_mgl","0.535911269","mg SiO2/L"
"2022-05-09","","CH-R1B","water_temp","51.8","°F"
"2022-05-09","","CH-R1B","DO%","59.2","% Saturation"
"2022-05-09","","CH-R1B","DO","6.52","mg/L"
"2022-05-09","","CH-R1B","Sp. Cond.","172.8","µS/cm"
"2022-05-09","","CH-R1B","pH","5.29",""
"2022-05-09","","CH-R1B","DOC_mgl","1.759","mg/L"
"2022-05-09","","CH-R1B","TDN_mgl","2.387","mg N/L"
"2022-05-09","","CH-R1B","NO3_mgl","2.161841186","mg N/L"
"2022-05-09","","CH-R1B","NH4_mgl","0.02934951","mg N/L"
"2022-05-09","","CH-R1B","PO4_ugl","1.660208484","µg P/L"
"2022-05-09","","CH-R1B","Si_mgl","0.340995138","mg SiO2/L"
"2022-05-26","","CH-R1B","water_temp","53.8","°F"
"2022-05-26","","CH-R1B","DO%","44.6","% Saturation"
"2022-05-26","","CH-R1B","DO","4.79","mg/L"
"2022-05-26","","CH-R1B","Sp. Cond.","179.7","µS/cm"
"2022-05-26","","CH-R1B","pH","5.29",""
"2022-05-26","","CH-R1B","DOC_mgl","1.963","mg/L"
"2022-05-26","","CH-R1B","TDN_mgl","2.375","mg N/L"
"2022-05-26","","CH-R1B","NO3_mgl","2.081527441","mg N/L"
"2022-05-26","","CH-R1B","NH4_mgl","0.029500154","mg N/L"
"2022-05-26","","CH-R1B","PO4_ugl","2.195159848","µg P/L"
"2022-05-26","","CH-R1B","Si_mgl","0.488607354","mg SiO2/L"
"2022-06-10","","CH-R1B","water_temp","57.3","°F"
"2022-06-10","","CH-R1B","DO%","39.4","% Saturation"
"2022-06-10","","CH-R1B","DO","4.05","mg/L"
"2022-06-10","","CH-R1B","Sp. Cond.","171.4","µS/cm"
"2022-06-10","","CH-R1B","pH","5.33",""
"2022-06-10","","CH-R1B","DOC_mgl","1.63","mg/L"
"2022-06-10","","CH-R1B","TDN_mgl","2.299","mg N/L"
"2022-06-10","","CH-R1B","NO3_mgl","2.090468995","mg N/L"
"2022-06-10","","CH-R1B","NH4_mgl","0.056097933","mg N/L"
"2022-06-10","","CH-R1B","PO4_ugl","1.914569333","µg P/L"
"2022-06-10","","CH-R1B","Si_mgl","0.510715628","mg SiO2/L"
"2022-06-23","","CH-R1B","water_temp","57.8","°F"
"2022-06-23","","CH-R1B","DO%","36.1","% Saturation"
"2022-06-23","","CH-R1B","DO","3.69","mg/L"
"2022-06-23","","CH-R1B","Sp. Cond.","177.8","µS/cm"
"2022-06-23","","CH-R1B","pH","5.6",""
"2022-06-23","","CH-R1B","DOC_mgl","1.681","mg/L"
"2022-06-23","","CH-R1B","TDN_mgl","2.116","mg N/L"
"2022-06-23","","CH-R1B","NO3_mgl","1.928758807","mg N/L"
"2022-06-23","","CH-R1B","NH4_mgl","0.040789183","mg N/L"
"2022-06-23","","CH-R1B","PO4_ugl","2.479618063","µg P/L"
"2022-06-23","","CH-R1B","Si_mgl","0.658142117","mg SiO2/L"
"2022-07-07","","CH-R1B","water_temp","60.8","°F"
"2022-07-07","","CH-R1B","Sp. Cond.","177.9","µS/cm"
"2022-07-07","","CH-R1B","pH","5.31",""
"2022-07-07","","CH-R1B","DOC_mgl","1.669","mg/L"
"2022-07-07","","CH-R1B","TDN_mgl","2.206","mg N/L"
"2022-07-07","","CH-R1B","NO3_mgl","1.974388775","mg N/L"
"2022-07-07","","CH-R1B","NH4_mgl","0.060422056","mg N/L"
"2022-07-07","","CH-R1B","PO4_ugl","2.417443306","µg P/L"
"2022-07-07","","CH-R1B","Si_mgl","0.654155917","mg SiO2/L"
"2022-07-21","","CH-R1B","water_temp","64","°F"
"2022-07-21","","CH-R1B","DO%","52.5","% Saturation"
"2022-07-21","","CH-R1B","DO","4.98","mg/L"
"2022-07-21","","CH-R1B","Sp. Cond.","181.8","µS/cm"
"2022-07-21","","CH-R1B","pH","5.38",""
"2022-07-21","","CH-R1B","DOC_mgl","1.566592257","mg/L"
"2022-07-21","","CH-R1B","TDN_mgl","2.254222724","mg N/L"
"2022-07-21","","CH-R1B","NO3_mgl","2.059298872","mg N/L"
"2022-07-21","","CH-R1B","NH4_mgl","0.048636278","mg N/L"
"2022-07-21","","CH-R1B","PO4_ugl","3.828431026","µg P/L"
"2022-07-21","","CH-R1B","Si_mgl","0.932484767","mg SiO2/L"
"2022-08-04","","CH-R1B","water_temp","65","°F"
"2022-08-04","","CH-R1B","DO%","55.6","% Saturation"
"2022-08-04","","CH-R1B","DO","5.22","mg/L"
"2022-08-04","","CH-R1B","Sp. Cond.","192.8","µS/cm"
"2022-08-04","","CH-R1B","pH","5.37",""
"2022-08-04","","CH-R1B","DOC_mgl","1.736","mg/L"
"2022-08-04","","CH-R1B","TDN_mgl","2.349","mg N/L"
"2022-08-04","","CH-R1B","NO3_mgl","2.06854561","mg N/L"
"2022-08-04","","CH-R1B","NH4_mgl","0.074470087","mg N/L"
"2022-08-04","","CH-R1B","PO4_ugl","1.789678698","µg P/L"
"2022-08-04","","CH-R1B","Si_mgl","0.810309043","mg SiO2/L"
"2022-09-01","","CH-R1B","water_temp","67.1","°F"
"2022-09-01","","CH-R1B","DO%","84.1","% Saturation"
"2022-09-01","","CH-R1B","DO","7.77","mg/L"
"2022-09-01","","CH-R1B","Sp. Cond.","178.9","µS/cm"
"2022-09-01","","CH-R1B","pH","5.7",""
"2022-09-01","","CH-R1B","DOC_mgl","1.8882","mg/L"
"2022-09-01","","CH-R1B","TDN_mgl","1.762","mg N/L"
"2022-09-01","","CH-R1B","NO3_mgl","1.617447155","mg N/L"
"2022-09-01","","CH-R1B","NH4_mgl","0.023859067","mg N/L"
"2022-09-01","","CH-R1B","PO4_ugl","2.332292978","µg P/L"
"2022-09-01","","CH-R1B","Si_mgl","2.172565338","mg SiO2/L"
"2022-09-15","","CH-R1B","water_temp","65.2","°F"
"2022-09-15","","CH-R1B","DO%","101.6","% Saturation"
"2022-09-15","","CH-R1B","DO","9.53","mg/L"
"2022-09-15","","CH-R1B","Sp. Cond.","167.6","µS/cm"
"2022-09-15","","CH-R1B","pH","5.93",""
"2022-09-15","","CH-R1B","DOC_mgl","1.412","mg/L"
"2022-09-15","","CH-R1B","TDN_mgl","1.494","mg N/L"
"2022-09-15","","CH-R1B","NO3_mgl","1.487601","mg N/L"
"2022-09-15","","CH-R1B","NH4_mgl","0.020401","mg N/L"
"2022-09-15","","CH-R1B","PO4_ugl","0.000642","µg P/L"
"2022-09-15","","CH-R1B","Si_mgl","0.950020267","mg SiO2/L"
"2022-09-29","","CH-R1B","water_temp","57.7","°F"
"2022-09-29","","CH-R1B","DO%","75.3","% Saturation"
"2022-09-29","","CH-R1B","DO","7.71","mg/L"
"2022-09-29","","CH-R1B","Sp. Cond.","167.3","µS/cm"
"2022-09-29","","CH-R1B","pH","5.97",""
"2022-09-29","","CH-R1B","DOC_mgl","2.005","mg/L"
"2022-09-29","","CH-R1B","TDN_mgl","1.482","mg N/L"
"2022-09-29","","CH-R1B","NO3_mgl","1.42133","mg N/L"
"2022-09-29","","CH-R1B","NH4_mgl","0.055355","mg N/L"
"2022-09-29","","CH-R1B","PO4_ugl","0.001059","µg P/L"
"2022-09-29","","CH-R1B","Si_mgl","1.274663691","mg SiO2/L"
"2022-10-27","","CH-R1B","water_temp","59.1","°F"
"2022-10-27","","CH-R1B","DO%","68.8","% Saturation"
"2022-10-27","","CH-R1B","DO","6.74","mg/L"
"2022-10-27","","CH-R1B","Sp. Cond.","163.4","µS/cm"
"2022-10-27","","CH-R1B","pH","5.79",""
"2022-10-27","","CH-R1B","DOC_mgl","2.536","mg/L"
"2022-10-27","","CH-R1B","TDN_mgl","1.535","mg N/L"
"2022-10-27","","CH-R1B","NO3_mgl","1.409345","mg N/L"
"2022-10-27","","CH-R1B","NH4_mgl","0.071486","mg N/L"
"2022-10-27","","CH-R1B","PO4_ugl","0.001336","µg P/L"
"2022-10-27","","CH-R1B","Si_mgl","1.450573962","mg SiO2/L"
"2022-12-01","","CH-R1B","water_temp","46.5","°F"
"2022-12-01","","CH-R1B","DO%","56","% Saturation"
"2022-12-01","","CH-R1B","DO","7.31","mg/L"
"2022-12-01","","CH-R1B","Sp. Cond.","121.1","µS/cm"
"2022-12-01","","CH-R1B","pH","5.7",""
"2022-12-01","","CH-R1B","DOC_mgl","4.98","mg/L"
"2022-12-01","","CH-R1B","TDN_mgl","0.3987","mg N/L"
"2022-12-01","","CH-R1B","NO3_mgl","0.047468","mg N/L"
"2022-12-01","","CH-R1B","NH4_mgl","0.12063","mg N/L"
"2022-12-01","","CH-R1B","PO4_ugl","0.00094","µg P/L"
"2022-12-01","","CH-R1B","Si_mgl","0.312404106","mg SiO2/L"
"2022-12-22","","CH-R1B","water_temp","35.8","°F"
"2022-12-22","","CH-R1B","DO%","61.3","% Saturation"
"2022-12-22","","CH-R1B","DO","8.45","mg/L"
"2022-12-22","","CH-R1B","Sp. Cond.","182.3","µS/cm"
"2022-12-22","","CH-R1B","pH","6.29",""
"2022-12-22","","CH-R1B","DOC_mgl","1.841","mg/L"
"2022-12-22","","CH-R1B","TDN_mgl","1.726","mg N/L"
"2022-12-22","","CH-R1B","NO3_mgl","1.579399","mg N/L"
"2022-12-22","","CH-R1B","NH4_mgl","0.116977","mg N/L"
"2022-12-22","","CH-R1B","PO4_ugl","0.002399","µg P/L"
"2022-12-22","","CH-R1B","Si_mgl","1.259364303","mg SiO2/L"
"2019-04-03","","CH-R2","water_temp","44.8","°F"
"2019-04-03","","CH-R2","DO%","77.9","% Saturation"
"2019-04-03","","CH-R2","DO","9.43","mg/L"
"2019-04-03","","CH-R2","Sp. Cond.","118","µS/cm"
"2019-04-03","","CH-R2","pH","7.98",""
"2019-04-03","","CH-R2","DOC_mgl","4.267","mg/L"
"2019-04-03","","CH-R2","TDN_mgl","1.047","mg N/L"
"2019-04-03","","CH-R2","NO3_mgl","0.934243867","mg N/L"
"2019-04-03","","CH-R2","NH4_mgl","0.067063954","mg N/L"
"2019-04-03","","CH-R2","PO4_ugl","7.7129","µg P/L"
"2019-04-03","","CH-R2","Si_mgl","0.628","mg SiO2/L"
"2019-04-10","","CH-R2","water_temp","46.9","°F"
"2019-04-10","","CH-R2","DO%","63","% Saturation"
"2019-04-10","","CH-R2","DO","7.42","mg/L"
"2019-04-10","","CH-R2","Sp. Cond.","138.1","µS/cm"
"2019-04-10","","CH-R2","pH","5.37",""
"2019-04-10","","CH-R2","DOC_mgl","3.202","mg/L"
"2019-04-10","","CH-R2","TDN_mgl","1.142","mg N/L"
"2019-04-10","","CH-R2","NO3_mgl","1.039378306","mg N/L"
"2019-04-10","","CH-R2","NH4_mgl","0.06740766","mg N/L"
"2019-04-10","","CH-R2","PO4_ugl","5.8766","µg P/L"
"2019-04-10","","CH-R2","Si_mgl","1.499","mg SiO2/L"
"2019-04-17","","CH-R2","water_temp","48.5","°F"
"2019-04-17","","CH-R2","DO%","73.4","% Saturation"
"2019-04-17","","CH-R2","DO","8.43","mg/L"
"2019-04-17","","CH-R2","Sp. Cond.","136","µS/cm"
"2019-04-17","","CH-R2","pH","5.49",""
"2019-04-17","","CH-R2","DOC_mgl","2.083","mg/L"
"2019-04-17","","CH-R2","TDN_mgl","0.9807","mg N/L"
"2019-04-17","","CH-R2","NO3_mgl","0.952181","mg N/L"
"2019-04-17","","CH-R2","NH4_mgl","0.012373","mg N/L"
"2019-04-17","","CH-R2","PO4_ugl","4.8797","µg P/L"
"2019-04-17","","CH-R2","Si_mgl","0.259209","mg SiO2/L"
"2019-04-24","","CH-R2","water_temp","52","°F"
"2019-04-24","","CH-R2","DO%","75.1","% Saturation"
"2019-04-24","","CH-R2","DO","8.15","mg/L"
"2019-04-24","","CH-R2","Sp. Cond.","132.8","µS/cm"
"2019-04-24","","CH-R2","pH","7.36",""
"2019-04-24","","CH-R2","DOC_mgl","3.546","mg/L"
"2019-04-24","","CH-R2","TDN_mgl","0.9191","mg N/L"
"2019-04-24","","CH-R2","NO3_mgl","0.881392","mg N/L"
"2019-04-24","","CH-R2","NH4_mgl","0.02","mg N/L"
"2019-04-24","","CH-R2","PO4_ugl","10.27372","µg P/L"
"2019-04-24","","CH-R2","Si_mgl","0.19343","mg SiO2/L"
"2019-05-01","","CH-R2","water_temp","49.3","°F"
"2019-05-01","","CH-R2","DO%","75.5","% Saturation"
"2019-05-01","","CH-R2","DO","8.56","mg/L"
"2019-05-01","","CH-R2","Sp. Cond.","137.5","µS/cm"
"2019-05-01","","CH-R2","pH","6.89",""
"2019-05-01","","CH-R2","DOC_mgl","3.167","mg/L"
"2019-05-01","","CH-R2","TDN_mgl","0.9658","mg N/L"
"2019-05-01","","CH-R2","NO3_mgl","0.939781","mg N/L"
"2019-05-01","","CH-R2","NH4_mgl","0.018","mg N/L"
"2019-05-01","","CH-R2","PO4_ugl","4.653947","µg P/L"
"2019-05-01","","CH-R2","Si_mgl","0.188579","mg SiO2/L"
"2019-05-08","","CH-R2","water_temp","54.6","°F"
"2019-05-08","","CH-R2","DO%","64.1","% Saturation"
"2019-05-08","","CH-R2","DO","6.82","mg/L"
"2019-05-08","","CH-R2","Sp. Cond.","130.7","µS/cm"
"2019-05-08","","CH-R2","pH","5.52",""
"2019-05-08","","CH-R2","DOC_mgl","2.923","mg/L"
"2019-05-08","","CH-R2","TDN_mgl","0.7628","mg N/L"
"2019-05-08","","CH-R2","NO3_mgl","0.740644","mg N/L"
"2019-05-08","","CH-R2","NH4_mgl","0.007","mg N/L"
"2019-05-08","","CH-R2","PO4_ugl","6.338383","µg P/L"
"2019-05-08","","CH-R2","Si_mgl","0.211315","mg SiO2/L"
"2019-05-15","","CH-R2","water_temp","50.6","°F"
"2019-05-15","","CH-R2","DO%","78","% Saturation"
"2019-05-15","","CH-R2","DO","8.68","mg/L"
"2019-05-15","","CH-R2","Sp. Cond.","129.6","µS/cm"
"2019-05-15","","CH-R2","pH","7.9",""
"2019-05-15","","CH-R2","DOC_mgl","3.427","mg/L"
"2019-05-15","","CH-R2","TDN_mgl","0.8373","mg N/L"
"2019-05-15","","CH-R2","NO3_mgl","0.861174","mg N/L"
"2019-05-15","","CH-R2","NH4_mgl","0.011","mg N/L"
"2019-05-15","","CH-R2","PO4_ugl","5.98303","µg P/L"
"2019-05-15","","CH-R2","Si_mgl","0.186662","mg SiO2/L"
"2019-05-22","","CH-R2","water_temp","55","°F"
"2019-05-22","","CH-R2","DO%","51.5","% Saturation"
"2019-05-22","","CH-R2","DO","5.45","mg/L"
"2019-05-22","","CH-R2","Sp. Cond.","164.4","µS/cm"
"2019-05-22","","CH-R2","pH","5.57",""
"2019-05-22","","CH-R2","DOC_mgl","2.463","mg/L"
"2019-05-22","","CH-R2","TDN_mgl","0.8784","mg N/L"
"2019-05-22","","CH-R2","NO3_mgl","0.850221","mg N/L"
"2019-05-22","","CH-R2","NH4_mgl","0.005","mg N/L"
"2019-05-22","","CH-R2","PO4_ugl","4.239906","µg P/L"
"2019-05-22","","CH-R2","Si_mgl","0.168126","mg SiO2/L"
"2019-05-29","","CH-R2","water_temp","57.6","°F"
"2019-05-29","","CH-R2","DO%","53","% Saturation"
"2019-05-29","","CH-R2","DO","5.37","mg/L"
"2019-05-29","","CH-R2","Sp. Cond.","125.3","µS/cm"
"2019-05-29","","CH-R2","pH","5.63",""
"2019-05-29","","CH-R2","DOC_mgl","4.036","mg/L"
"2019-05-29","","CH-R2","TDN_mgl","0.8119","mg N/L"
"2019-05-29","","CH-R2","NO3_mgl","0.754897","mg N/L"
"2019-05-29","","CH-R2","NH4_mgl","0.014","mg N/L"
"2019-05-29","","CH-R2","PO4_ugl","5.90875","µg P/L"
"2019-05-29","","CH-R2","Si_mgl","0.296748","mg SiO2/L"
"2019-06-05","","CH-R2","water_temp","58.9","°F"
"2019-06-05","","CH-R2","DO%","68.3","% Saturation"
"2019-06-05","","CH-R2","DO","6.9","mg/L"
"2019-06-05","","CH-R2","Sp. Cond.","140.3","µS/cm"
"2019-06-05","","CH-R2","pH","5.62",""
"2019-06-05","","CH-R2","DOC_mgl","2.1409","mg/L"
"2019-06-05","","CH-R2","TDN_mgl","1.009","mg N/L"
"2019-06-05","","CH-R2","NO3_mgl","0.99","mg N/L"
"2019-06-05","","CH-R2","NH4_mgl","0.032","mg N/L"
"2019-06-05","","CH-R2","PO4_ugl","1.59","µg P/L"
"2019-06-05","","CH-R2","Si_mgl","0.38","mg SiO2/L"
"2019-06-12","","CH-R2","water_temp","59.1","°F"
"2019-06-12","","CH-R2","DO%","57.6","% Saturation"
"2019-06-12","","CH-R2","DO","5.77","mg/L"
"2019-06-12","","CH-R2","Sp. Cond.","134","µS/cm"
"2019-06-12","","CH-R2","pH","5.43",""
"2019-06-12","","CH-R2","DOC_mgl","4.156","mg/L"
"2019-06-12","","CH-R2","TDN_mgl","0.8485","mg N/L"
"2019-06-12","","CH-R2","NO3_mgl","0.750891","mg N/L"
"2019-06-12","","CH-R2","NH4_mgl","0.051","mg N/L"
"2019-06-12","","CH-R2","PO4_ugl","6.12929","µg P/L"
"2019-06-12","","CH-R2","Si_mgl","0.407844","mg SiO2/L"
"2019-06-19","","CH-R2","water_temp","63.4","°F"
"2019-06-19","","CH-R2","DO%","59.4","% Saturation"
"2019-06-19","","CH-R2","DO","5.68","mg/L"
"2019-06-19","","CH-R2","Sp. Cond.","122.1","µS/cm"
"2019-06-19","","CH-R2","pH","5.37",""
"2019-06-19","","CH-R2","DOC_mgl","4.9967","mg/L"
"2019-06-19","","CH-R2","TDN_mgl","0.6539","mg N/L"
"2019-06-19","","CH-R2","NO3_mgl","0.512","mg N/L"
"2019-06-19","","CH-R2","NH4_mgl","0.074","mg N/L"
"2019-06-19","","CH-R2","PO4_ugl","7.2502","µg P/L"
"2019-06-19","","CH-R2","Si_mgl","0.46","mg SiO2/L"
"2019-06-26","","CH-R2","water_temp","66.3","°F"
"2019-06-26","","CH-R2","DO%","53.7","% Saturation"
"2019-06-26","","CH-R2","DO","4.95","mg/L"
"2019-06-26","","CH-R2","Sp. Cond.","118.4","µS/cm"
"2019-06-26","","CH-R2","pH","5.33",""
